Number of Hidden Nodes, Learning Rate, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
13, 0.35, SIGMOID, 34.43153911850718, 34.38291307439433, 34.683329446839664, 34.499260546580395
13, 0.35, TANH, 37.70251103904711, 37.74666243156365, 37.689151350838294, 37.71277494048302
13, 0.35, RELU, 39.382857414327006, 38.60354857531244, 38.938831470113044, 38.97507915325083
13, 0.375, SIGMOID, 35.58536517779023, 34.71288246622523, 35.11622039763776, 35.138156013884405
13, 0.375, TANH, 37.782126907479835, 37.5292257904353, 37.57849317661028, 37.62994862484181
13, 0.375, RELU, 37.75823479534687, 36.91783097502728, 52.45722301338842, 42.377762927920855
13, 0.4, SIGMOID, 35.21866296650911, 35.28234179902344, 35.183125546391686, 35.22804343730808
13, 0.4, TANH, 37.496980811538904, 37.51721992728857, 37.37312872993688, 37.462443156254785
13, 0.4, RELU, 39.919003446682275, 39.456659203755926, 47.301129553628506, 42.22559740135557
13, 0.425, SIGMOID, 34.13686532326774, 34.70817294120153, 34.28154033278242, 34.3755261990839
13, 0.425, TANH, 37.196312324873674, 37.16756562127475, 37.38207838243992, 37.248652109529445
13, 0.425, RELU, 45.547229404171006, 37.262466605680366, 41.987533869084324, 41.5990766263119
13, 0.45, SIGMOID, 35.04668740254182, 34.363504594089946, 34.91352551287631, 34.77457250316936
13, 0.45, TANH, 37.23909449603571, 37.213524307501146, 37.41044450579955, 37.287687769778806
13, 0.45, RELU, 41.116568403971364, 35.72051341402111, 36.89069611828152, 37.90925931209133
13, 0.475, SIGMOID, 35.079171826582, 34.75145378095499, 35.1932218089788, 35.0079491388386
13, 0.475, TANH, 37.09235711616255, 36.95737179976393, 36.871982445355414, 36.97390378709397
13, 0.475, RELU, 51.01209708350849, 46.441119480260305, 38.759712678514305, 45.4043097474277
13, 0.5, SIGMOID, 34.14880187379897, 34.49508196264517, 33.92166094853156, 34.18851492832524
13, 0.5, TANH, 36.72914300461129, 36.73789838141335, 36.73283865548311, 36.73329334716925
13, 0.5, RELU, 43.056380843464474, 41.97206582452628, 48.57667113537512, 44.535039267788626
14, 0.025, SIGMOID, 53.175954067557626, 53.272793731066756, 52.918364761818815, 53.122370853481065
14, 0.025, TANH, 34.059213692375685, 34.92157665645358, 33.71217858031642, 34.23098964304856
14, 0.025, RELU, 33.693553498413415, 35.33128347761543, 35.98647516007766, 35.0037707120355
14, 0.05, SIGMOID, 52.1151883714809, 51.69536341439096, 52.147124118777, 51.985891968216286
14, 0.05, TANH, 34.120475685549444, 34.08230667304212, 34.13452667367152, 34.11243634408769
14, 0.05, RELU, 33.82535178239232, 38.14948618622359, 35.31172752393212, 35.76218849751601
14, 0.075, SIGMOID, 52.029801961020716, 35.358356464775326, 51.56056692363983, 46.316241783145294
14, 0.075, TANH, 34.64084968680174, 34.58340050578175, 34.89256929057992, 34.70560649438781
14, 0.075, RELU, 34.436120190055725, 34.23276501634809, 33.4909127985945, 34.05326600166611
14, 0.1, SIGMOID, 33.11508814531334, 34.8427397449714, 35.725810906065895, 34.56121293211688
14, 0.1, TANH, 35.178470454127535, 35.218342065460725, 35.8805907677997, 35.42580109579598
14, 0.1, RELU, 36.659361458095816, 38.17847778171262, 33.14399262610465, 35.99394395530436
14, 0.125, SIGMOID, 35.080035904252455, 33.67216317593513, 34.702159399749085, 34.48478615997889
14, 0.125, TANH, 36.22401313666875, 36.21153157670782, 36.10761279931383, 36.18105250423013
14, 0.125, RELU, 32.94360023491473, 32.844270616339756, 35.316103060383405, 33.70132463721263
14, 0.15, SIGMOID, 35.59521085147302, 34.97163463139661, 34.22237914968976, 34.92974154418646
14, 0.15, TANH, 36.703003396368715, 36.840787579374776, 36.49123375949999, 36.678341578414496
14, 0.15, RELU, 32.316086652921484, 34.61913409285497, 35.08622141350433, 34.00714738642693
14, 0.175, SIGMOID, 34.903425020123215, 34.725315941437664, 34.46408159178499, 34.697607517781954
14, 0.175, TANH, 36.988878530730354, 36.79513161846327, 36.64245767189609, 36.8088226070299
14, 0.175, RELU, 36.587083861432895, 35.08095293985864, 31.95598419540552, 34.54134033223235
14, 0.2, SIGMOID, 34.28960994957264, 34.434319024584525, 35.472877267236186, 34.732268747131116
14, 0.2, TANH, 37.34409748745463, 37.364007786944605, 37.1990746359171, 37.30239330343878
14, 0.2, RELU, 37.61582277230363, 31.91090281122971, 35.863779365777205, 35.130168316436844
14, 0.225, SIGMOID, 34.52963335758607, 33.98072179677023, 34.59489255795427, 34.36841590410352
14, 0.225, TANH, 37.77942265209333, 37.35861078993197, 37.45586515556067, 37.53129953252866
14, 0.225, RELU, 34.84797949624975, 34.18781824933757, 31.48581534371386, 33.50720436310039
14, 0.25, SIGMOID, 34.5178437783465, 35.80284631493153, 33.82242655330243, 34.71437221552682
14, 0.25, TANH, 37.479715721761735, 37.79655838053579, 37.74411013041633, 37.673461410904615
14, 0.25, RELU, 35.44907086949122, 33.61393070024751, 38.07403863992453, 35.71234673655442
14, 0.275, SIGMOID, 35.846924551625605, 32.983385155929376, 34.18676796724832, 34.3390258916011
14, 0.275, TANH, 37.77733689364792, 37.78433258348034, 37.81294059398856, 37.791536690372276
14, 0.275, RELU, 31.44972469650526, 37.07424677128037, 32.14028866842348, 33.55475337873637
14, 0.3, SIGMOID, 34.957057985191405, 35.7303964957041, 33.85277711899407, 34.84674386662986
14, 0.3, TANH, 37.688804447658, 37.696123758611506, 37.90212197948921, 37.76235006191957
14, 0.3, RELU, 35.66711099199924, 40.22392689775086, 35.50293101983102, 37.13132296986037
14, 0.325, SIGMOID, 35.54398448819205, 34.86563765825231, 34.992862068767295, 35.13416140507055
14, 0.325, TANH, 37.84573019614957, 37.68105694338451, 37.82843417938851, 37.785073772974194
14, 0.325, RELU, 36.14032340831167, 35.578243984489866, 36.82511783944369, 36.18122841074841
14, 0.35, SIGMOID, 34.81643666026212, 35.384255100469275, 34.512890339335925, 34.9045273666891
14, 0.35, TANH, 37.70000384415127, 37.64224669224442, 37.72729753268768, 37.68984935636112
14, 0.35, RELU, 47.140162636671086, 38.56464046492993, 39.66159699255934, 41.788800031386785
14, 0.375, SIGMOID, 35.33380112124917, 35.56822270653196, 34.766570148785675, 35.222864658855606
14, 0.375, TANH, 37.69900141653585, 37.72146442336381, 37.50759499348077, 37.642686944460145
14, 0.375, RELU, 37.779654573005615, 42.70521979001356, 38.925466366154545, 39.80344690972458
14, 0.4, SIGMOID, 35.77152687117186, 35.531615713245685, 35.033164799609345, 35.44543579467563
14, 0.4, TANH, 37.63090169977986, 37.37438600371079, 37.509616305068974, 37.50496800285321
14, 0.4, RELU, 34.296590805211494, 37.812740282376836, 44.6730347806275, 38.92745528940528
14, 0.425, SIGMOID, 34.38204982835901, 35.47615278778437, 34.75599859256604, 34.87140040290314
14, 0.425, TANH, 37.363582299345076, 37.219205787897344, 37.198039095063386, 37.26027572743527
14, 0.425, RELU, 44.82655977583483, 46.20348511746367, 40.58129076343279, 43.870445218910426
14, 0.45, SIGMOID, 34.0582468066086, 34.61284527433684, 35.29114778073477, 34.65407995389341
14, 0.45, TANH, 37.06613765772522, 37.32760928768007, 37.129405631696265, 37.17438419236719
14, 0.45, RELU, 42.2037069876533, 37.37862112583715, 36.497250954681384, 38.69319302272394
14, 0.475, SIGMOID, 35.35505423100833, 35.37437470824425, 35.12108518848122, 35.2835047092446
14, 0.475, TANH, 36.89117702025824, 36.870127884814636, 37.15476279442379, 36.972022566498886
14, 0.475, RELU, 41.00067562868494, 35.54969508386325, 41.23661537931199, 39.262328697286726
14, 0.5, SIGMOID, 35.53625622744751, 35.4983953250409, 34.92799956775932, 35.32088370674924
14, 0.5, TANH, 36.746604007727484, 36.938451405610394, 36.726054977087834, 36.80370346347524
14, 0.5, RELU, 43.719049363844874, 36.772102587790506, 40.30159565032065, 40.26424920065201
15, 0.025, SIGMOID, 53.0404838204213, 53.14840169637569, 53.11568550157276, 53.10152367278992
15, 0.025, TANH, 34.14653184272434, 34.00966774410018, 39.26188950186989, 35.80602969623147
15, 0.025, RELU, 37.50676980358722, 36.96916654138467, 37.86398915232988, 37.446641832433926
15, 0.05, SIGMOID, 52.600391473369115, 52.69506143454284, 52.261973699820246, 52.519142202577406
15, 0.05, TANH, 33.95950450581228, 34.930894852445476, 33.97148430011592, 34.287294552791224
15, 0.05, RELU, 33.671766889996185, 34.70040825221857, 34.17781120556672, 34.183328782593826
15, 0.075, SIGMOID, 35.437359077884835, 50.97398431636612, 35.46496465272067, 40.62543601565721
15, 0.075, TANH, 34.767190448933206, 35.11571515071074, 35.34246877116379, 35.07512479026925
15, 0.075, RELU, 37.85993449431636, 31.319292723524566, 33.71089656398829, 34.29670792727641
15, 0.1, SIGMOID, 35.15294379058586, 34.96260807732774, 33.34716692562909, 34.48757293118089
15, 0.1, TANH, 43.59308745019201, 35.316822559471724, 35.841553832944946, 38.25048794753622
15, 0.1, RELU, 33.17823723878284, 33.367371655796305, 33.16620382899112, 33.237270907856754
15, 0.125, SIGMOID, 35.57377980220031, 35.06199087664835, 34.02921244633171, 34.88832770839346
15, 0.125, TANH, 35.640918693992084, 36.242390509869864, 36.49680625589359, 36.12670515325185
15, 0.125, RELU, 54.175074386609, 38.188714600785076, 35.34785871481702, 42.57054923407036
15, 0.15, SIGMOID, 34.644978250336294, 34.84112741633265, 35.02380282831346, 34.83663616499413
15, 0.15, TANH, 36.805182394438596, 36.869138833580735, 36.662177561756536, 36.77883292992529
15, 0.15, RELU, 31.88685681727746, 32.816474296929144, 35.73731145566197, 33.48021418995619
15, 0.175, SIGMOID, 33.9951581018711, 35.75214862287032, 35.34139512811977, 35.02956728428706
15, 0.175, TANH, 37.05059494146518, 37.117966658363024, 37.47433906369046, 37.214300221172884
15, 0.175, RELU, 37.86840259502703, 32.622176738989815, 32.706473345276585, 34.399017559764474
15, 0.2, SIGMOID, 35.08129095095041, 34.76931565709584, 34.87025379038808, 34.90695346614478
15, 0.2, TANH, 37.5897631375762, 37.256277566322915, 37.442800371094826, 37.42961369166465
15, 0.2, RELU, 39.61219811058739, 32.63245307523247, 35.05291895660855, 35.76585671414281
15, 0.225, SIGMOID, 35.11770063856932, 34.84340460590898, 34.911503112262366, 34.95753611891355
15, 0.225, TANH, 37.61315126681585, 37.13460126859636, 37.572667632041295, 37.440140055817835
15, 0.225, RELU, 36.130080972163455, 32.95017343375343, 34.63197110238585, 34.570741836100915
15, 0.25, SIGMOID, 35.12291699947745, 35.51848291683902, 34.158663287957665, 34.93335440142471
15, 0.25, TANH, 37.82342302993129, 37.642617828344164, 37.49582557315307, 37.65395547714284
15, 0.25, RELU, 37.20103112187929, 37.999649439308364, 37.63762320742282, 37.612767922870155
15, 0.275, SIGMOID, 35.13286682543752, 34.893906765662834, 34.56781177659469, 34.864861789231675
15, 0.275, TANH, 37.93936906533231, 37.73275066224777, 37.804730461657314, 37.825616729745796
15, 0.275, RELU, 32.94603289957448, 40.72456199805109, 35.637280602499665, 36.43595850004174
15, 0.3, SIGMOID, 35.141821771478234, 35.56089850237129, 35.36132218591538, 35.35468081992163
15, 0.3, TANH, 37.81552633231431, 37.93292651340984, 37.784707644909396, 37.844386830211185
15, 0.3, RELU, 38.58149318771433, 36.14107548076586, 38.70870159927224, 37.810423422584144
15, 0.325, SIGMOID, 35.67117860248067, 35.21505145125928, 35.49495246572174, 35.460394173153894
15, 0.325, TANH, 37.77025065786927, 37.798642653369754, 38.47570369076931, 38.01486566733611
15, 0.325, RELU, 36.46842765002602, 39.77867695420019, 37.832251787084296, 38.02645213043684
15, 0.35, SIGMOID, 34.38386159107678, 34.85737754226504, 35.323016466425706, 34.854751866589176
15, 0.35, TANH, 37.61182340230623, 37.666510252133605, 37.64596722565097, 37.64143362669694
15, 0.35, RELU, 36.65811778390424, 34.83997632954407, 36.36195002485579, 35.95334804610136
15, 0.375, SIGMOID, 35.71008651281694, 33.74753080326713, 34.41270506208914, 34.62344079272441
15, 0.375, TANH, 37.54961997822777, 37.4296988702044, 37.51746450981678, 37.49892778608299
15, 0.375, RELU, 37.55675225346993, 35.863941911825655, 38.78113132808656, 37.400608497794046
15, 0.4, SIGMOID, 34.661416875001684, 34.888332626695856, 35.648048570048196, 35.06593269058191
15, 0.4, TANH, 37.60602675792102, 37.32583991393834, 37.46788095159341, 37.46658254115092
15, 0.4, RELU, 37.92039005655319, 34.436920820878136, 45.75357685427023, 39.37029591056719
15, 0.425, SIGMOID, 34.85900612203237, 35.10940872389671, 35.199953293187534, 35.056122713038874
15, 0.425, TANH, 37.203310295330354, 37.30940923463484, 37.15741767982751, 37.2233790699309
15, 0.425, RELU, 37.2801467386641, 37.943343899411715, 45.63028005465862, 40.284590230911476
15, 0.45, SIGMOID, 35.302241571965, 35.076346699617304, 35.48847409024389, 35.2890207872754
15, 0.45, TANH, 37.024869958010875, 37.12280359775427, 37.13342822223643, 37.0937005926672
15, 0.45, RELU, 36.44833110928119, 45.02491850015935, 40.683492259113606, 40.718913956184714
15, 0.475, SIGMOID, 34.910514244186345, 34.550608241984776, 34.27917387702289, 34.58009878773134
15, 0.475, TANH, 36.91918747088351, 36.84665011916273, 36.907123271520156, 36.89098695385547
15, 0.475, RELU, 35.9574304241557, 44.943300621196265, 45.83565173066743, 42.24546092533979
15, 0.5, SIGMOID, 34.96848778193583, 35.64316247031832, 35.2507258754363, 35.28745870923015
15, 0.5, TANH, 36.85009183248447, 36.89971075913908, 36.71917143960033, 36.8229913437413
15, 0.5, RELU, 43.32220126995964, 40.67541699723634, 38.406438218659034, 40.80135216195167
16, 0.025, SIGMOID, 53.36091937730456, 53.1276370571713, 53.07406931361584, 53.18754191603057
16, 0.025, TANH, 33.87904489562972, 33.978616704415046, 34.18697058450572, 34.01487739485017
16, 0.025, RELU, 34.700591270913264, 35.40782567504711, 34.01275005687898, 34.70705566761311
16, 0.05, SIGMOID, 52.308233623417465, 52.347663006198935, 52.336585316192, 52.33082731526946
16, 0.05, TANH, 34.08300066393807, 36.0880583341589, 34.00408287964835, 34.72504729258178
16, 0.05, RELU, 33.98139196673303, 32.140996808297714, 36.11577665157041, 34.07938847553371
16, 0.075, SIGMOID, 33.54493202239165, 33.60671639135719, 51.77706064457277, 39.64290301944053
16, 0.075, TANH, 39.28173320211661, 35.171816730261874, 34.428445012691114, 36.293998315023195
16, 0.075, RELU, 31.943876090021735, 32.910966465390615, 34.09511444145781, 32.98331899895672
16, 0.1, SIGMOID, 35.09280952825983, 34.805794307875715, 34.72520150493875, 34.8746017803581
16, 0.1, TANH, 35.86917635461993, 35.581732631267585, 35.615789287334536, 35.688899424407346
16, 0.1, RELU, 33.529719456019286, 35.77688797873652, 34.82915018302909, 34.7119192059283
16, 0.125, SIGMOID, 34.68759754673277, 35.608092446898446, 34.71157991303596, 35.00242330222239
16, 0.125, TANH, 36.38644802033592, 36.50704345389829, 36.258259350829086, 36.383916941687765
16, 0.125, RELU, 33.15832546813893, 35.297438612536624, 32.545653745169176, 33.66713927528158
16, 0.15, SIGMOID, 34.81556845313809, 34.70823367000398, 35.42645403701184, 34.983418720051304
16, 0.15, TANH, 36.71149629044305, 36.71228402314189, 36.26344081607626, 36.5624070432204
16, 0.15, RELU, 35.614075245128596, 33.821686585752204, 35.15864481940061, 34.864802216760474
16, 0.175, SIGMOID, 34.45473760230135, 34.04233353156211, 35.162773818086286, 34.553281650649915
16, 0.175, TANH, 37.15234836013549, 36.98132836450313, 36.9950966589149, 37.042924461184505
16, 0.175, RELU, 33.7413287496345, 32.08927667146572, 31.281860623806676, 32.370822014968965
16, 0.2, SIGMOID, 35.48758641676665, 35.41097223625677, 35.52478722412571, 35.47444862571638
16, 0.2, TANH, 36.911112103536894, 37.498913717788625, 37.355787918475365, 37.255271246600294
16, 0.2, RELU, 37.6136564284947, 37.325468258445085, 35.92004853028823, 36.953057739076
16, 0.225, SIGMOID, 34.35226126876914, 35.59925284981097, 35.29442195210074, 35.081978690226954
16, 0.225, TANH, 37.679069464342284, 37.71953876447998, 37.63719411740749, 37.678600782076586
16, 0.225, RELU, 38.056535285517356, 33.66815748130741, 30.61930926830037, 34.11466734504172
16, 0.25, SIGMOID, 34.94356235557635, 34.994473261184176, 34.35050104909204, 34.76284555528418
16, 0.25, TANH, 37.77796007055031, 37.64458187373873, 37.473483381665964, 37.632008441985
16, 0.25, RELU, 35.87858676820837, 36.536703088661675, 34.933274329572534, 35.78285472881419
16, 0.275, SIGMOID, 34.82043925870751, 34.33670701437715, 33.14775894496835, 34.10163507268434
16, 0.275, TANH, 37.82968263383319, 37.937382415047686, 37.66805963245935, 37.81170822711341
16, 0.275, RELU, 39.94533136519104, 36.62991566871735, 33.67069117378942, 36.748646069232606
16, 0.3, SIGMOID, 33.82925617523482, 34.74136096935541, 34.72032097969958, 34.4303127080966
16, 0.3, TANH, 37.89711582914567, 37.79177905540557, 37.778284689993974, 37.82239319151507
16, 0.3, RELU, 37.612912924564284, 33.123243287033006, 38.403370368549936, 36.37984219338241
16, 0.325, SIGMOID, 35.05887704237788, 34.49302828973361, 35.075957924945534, 34.875954419019
16, 0.325, TANH, 37.81970263813185, 37.70767314554294, 37.72496361037984, 37.75077979801821
16, 0.325, RELU, 38.959954541395156, 33.0491538329182, 41.14412916958804, 37.71774584796713
16, 0.35, SIGMOID, 34.51477084861945, 35.679176321473655, 34.62971508627575, 34.94122075212295
16, 0.35, TANH, 37.60196579124495, 37.56130907592563, 37.6323937345486, 37.59855620057306
16, 0.35, RELU, 39.102026110740006, 40.059067048932825, 38.01804248255521, 39.059711880742675
16, 0.375, SIGMOID, 35.48806670277976, 35.1104271247798, 35.10176582242642, 35.23341988332866
16, 0.375, TANH, 37.48032137465944, 37.62747120129657, 37.597209041272905, 37.56833387240964
16, 0.375, RELU, 37.41795399619466, 36.53489261348437, 34.770212587565034, 36.241019732414685
16, 0.4, SIGMOID, 34.63472941751869, 34.90501958381617, 34.51277721471822, 34.68417540535103
16, 0.4, TANH, 37.2992883400704, 37.33131547913078, 37.53279287033805, 37.38779889651308
16, 0.4, RELU, 41.6593591681871, 42.26220696367555, 37.75985369225109, 40.56047327470458
16, 0.425, SIGMOID, 34.303840464395755, 34.89677958452667, 35.641451824961855, 34.94735729129476
16, 0.425, TANH, 37.2377589890998, 37.25063594399489, 37.24162235685788, 37.24333909665086
16, 0.425, RELU, 46.76784845940735, 45.46822570578257, 37.5326809083528, 43.2562516911809
16, 0.45, SIGMOID, 34.731822464665264, 34.71626975126704, 33.67356072643214, 34.37388431412148
16, 0.45, TANH, 37.12270644218456, 37.14013562642396, 37.018496544918214, 37.093779537842245
16, 0.45, RELU, 37.00003766096925, 34.93464281789076, 39.69981922556536, 37.21149990147512
16, 0.475, SIGMOID, 35.29680754844394, 34.03408722683355, 35.358837410345835, 34.89657739520777
16, 0.475, TANH, 36.93211959119222, 36.94548500890007, 36.89867315260274, 36.925425917565015
16, 0.475, RELU, 38.92070877171124, 38.87154506011997, 48.13433094543256, 41.97552825908792
16, 0.5, SIGMOID, 33.77456942300293, 34.69807695569328, 35.127921193888405, 34.53352252419487
16, 0.5, TANH, 36.71749047877923, 36.712267537551256, 36.72811668622864, 36.71929156751971
16, 0.5, RELU, 37.73177768656965, 41.25853329191997, 43.560535146473086, 40.85028204165423
